frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
2,8.55,8.52,2.4,2.34,6.0,5.01,14.28,0.03,0.036,0.04
3,8.34,8.33,2.48,2.43,5.86,4.05,14.1,0.07,0.048,0.04
4,8.07,8.08,2.5,2.43,5.81,3.14,13.54,0.03,0.052,0.03
5,8.09,8.1,2.56,2.52,5.64,2.55,13.08,0.03,0.059,0.05
6,8.2,8.26,2.56,2.53,5.45,2.3,11.6,0.05,0.068,0.05
7,8.14,8.2,2.6,2.6,5.79,1.44,12.47,0.06,0.065,0.07
8,8.28,8.31,2.6,2.6,5.79,1.5,12.0,0.05,0.062,0.07
9,8.33,8.34,2.57,2.58,5.51,1.26,9.73,0.07,0.055,0.07
10,8.31,8.32,2.57,2.58,5.5,3.77,9.8,0.09,0.056,0.07
11,8.18,8.17,2.57,2.57,5.82,1.98,13.2,0.09,0.046,0.07
12,8.04,8.02,2.55,2.53,5.98,1.79,14.09,0.09,0.045,0.06
13,8.13,8.1,2.59,2.57,6.06,1.39,14.42,0.08,0.041,0.05
14,8.27,8.25,2.56,2.56,6.17,3.37,15.06,0.09,0.041,0.06
15,8.31,8.27,2.52,2.51,6.13,4.31,14.65,0.09,0.04,0.05
16,8.42,8.41,2.51,2.51,6.05,4.62,14.54,0.1,0.041,0.06
17,8.22,8.2,2.54,2.54,6.09,4.45,14.42,0.1,0.037,0.06
18,8.22,8.2,2.54,2.54,6.09,4.45,14.42,0.1,0.037,0.06
19,8.22,8.2,2.54,2.54,6.09,4.45,14.42,0.1,0.037,0.06
20,8.22,8.2,2.54,2.54,6.09,4.45,14.42,0.1,0.037,0.06
21,8.22,8.2,2.54,2.54,6.09,4.45,14.42,0.1,0.037,0.06
1,8.44,8.41,2.5,2.51,5.89,1.41,13.64,0.02,0.031,0.05
2,8.08,8.09,2.57,2.53,5.72,2.26,13.07,0.04,0.06,0.05
3,8.07,8.09,2.53,2.49,5.68,2.38,12.94,0.03,0.056,0.05
4,8.24,8.28,2.52,2.5,5.52,2.4,11.52,0.04,0.065,0.06
5,8.29,8.32,2.6,2.6,5.79,1.5,12.01,0.06,0.061,0.07
6,8.33,8.34,2.56,2.57,5.52,1.25,9.73,0.07,0.056,0.07
7,8.31,8.32,2.58,2.58,5.51,3.76,9.79,0.09,0.056,0.07
8,8.18,8.18,2.57,2.57,5.81,1.98,13.19,0.09,0.046,0.07
9,8.05,8.03,2.6,2.6,5.92,1.81,13.93,0.09,0.042,0.06
10,8.13,8.1,2.67,2.66,5.9,1.49,14.26,0.09,0.04,0.06
11,8.22,8.2,2.67,2.67,6.08,2.68,14.98,0.09,0.041,0.05
12,8.33,8.31,2.57,2.56,6.06,4.17,14.54,0.1,0.044,0.05
13,8.41,8.39,2.51,2.52,6.06,4.38,14.57,0.1,0.04,0.06
14,8.2,8.19,2.55,2.55,6.13,3.89,14.51,0.1,0.04,0.06
15,8.2,8.19,2.55,2.55,6.13,3.89,14.51,0.1,0.04,0.06
16,8.2,8.19,2.55,2.55,6.13,3.89,14.51,0.1,0.04,0.06
17,8.2,8.19,2.55,2.55,6.13,3.89,14.51,0.1,0.04,0.06
18,8.2,8.19,2.55,2.55,6.13,3.89,14.51,0.1,0.04,0.06
1,8.77,8.71,2.56,2.44,6.11,4.69,14.52,0.02,0.042,0.03
2,8.27,8.28,2.46,2.37,6.01,5.0,13.89,-0.02,0.048,0.03
3,8.19,8.18,2.57,2.47,6.09,2.27,13.89,0.0,0.052,0.02
4,8.08,8.08,2.56,2.49,5.87,3.12,13.68,0.02,0.054,0.04
5,8.08,8.11,2.51,2.48,5.69,2.4,12.88,0.03,0.055,0.05
6,8.24,8.28,2.52,2.5,5.53,2.39,11.52,0.04,0.064,0.06
7,8.16,8.2,2.51,2.49,5.78,1.66,12.35,0.05,0.066,0.06
8,8.31,8.34,2.53,2.52,5.76,1.67,12.11,0.06,0.063,0.07
9,8.37,8.39,2.57,2.57,5.4,1.37,8.78,0.08,0.058,0.07
10,8.29,8.3,2.51,2.52,5.52,3.81,9.66,0.09,0.055,0.07
11,8.17,8.16,2.53,2.53,5.87,1.85,13.21,0.09,0.048,0.06
12,8.13,8.09,2.67,2.66,5.91,1.5,14.28,0.09,0.041,0.06
13,8.23,8.2,2.67,2.66,6.06,2.74,14.98,0.09,0.042,0.05
14,8.31,8.3,2.59,2.57,6.08,3.74,14.56,0.1,0.045,0.05
15,8.43,8.4,2.57,2.57,6.0,4.79,14.61,0.11,0.04,0.06
16,8.2,8.19,2.6,2.61,5.97,4.37,14.42,0.1,0.037,0.06
17,8.2,8.18,2.56,2.56,6.1,3.84,14.48,0.09,0.038,0.06
18,8.2,8.18,2.56,2.56,6.1,3.84,14.48,0.09,0.038,0.06
19,8.2,8.18,2.56,2.56,6.1,3.84,14.48,0.09,0.038,0.06
20,8.2,8.18,2.56,2.56,6.1,3.84,14.48,0.09,0.038,0.06
1,7.59,7.65,2.77,2.81,5.5,1.63,9.76,0.08,0.031,0.09
2,8.03,8.03,2.57,2.53,5.87,3.3,13.75,0.0,0.047,0.05
3,8.05,8.07,2.52,2.51,5.7,2.39,12.87,0.02,0.053,0.06
4,8.21,8.25,2.52,2.51,5.53,2.32,11.54,0.02,0.064,0.06
