frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
36,7.15,7.08,2.62,2.52,7.38,3.84,17.93,0.17,-0.093,0.13
37,7.17,7.11,2.66,2.55,7.43,3.93,18.38,0.15,-0.094,0.12
38,7.2,7.14,2.57,2.46,7.52,3.83,18.39,0.15,-0.095,0.12
39,7.2,7.14,2.57,2.46,7.52,3.83,18.39,0.15,-0.095,0.12
40,7.2,7.14,2.57,2.46,7.52,3.83,18.39,0.15,-0.095,0.12
41,7.2,7.14,2.57,2.46,7.52,3.83,18.39,0.15,-0.095,0.12
1,7.46,7.45,2.8,2.7,6.93,4.75,16.67,0.17,-0.1,0.11
2,7.41,7.42,2.78,2.7,6.69,4.87,16.43,0.16,-0.122,0.13
3,7.34,7.37,2.73,2.68,6.41,4.98,16.4,0.15,-0.129,0.15
4,7.36,7.4,2.67,2.64,6.27,5.21,16.01,0.17,-0.131,0.17
5,7.38,7.41,2.65,2.63,6.15,5.09,16.14,0.18,-0.13,0.19
6,7.4,7.42,2.6,2.58,6.17,5.05,16.04,0.19,-0.126,0.2
7,7.32,7.33,2.65,2.64,6.11,4.75,15.62,0.2,-0.125,0.2
8,7.29,7.3,2.62,2.58,6.17,4.81,16.06,0.19,-0.13,0.2
9,7.29,7.31,2.62,2.59,6.16,4.82,16.42,0.18,-0.125,0.19
10,7.2,7.18,2.69,2.62,6.53,4.85,16.66,0.18,-0.119,0.18
11,7.15,7.14,2.64,2.56,6.81,4.71,16.68,0.16,-0.121,0.17
12,7.19,7.18,2.67,2.59,6.71,4.73,16.3,0.17,-0.117,0.17
13,7.13,7.12,2.68,2.6,6.82,4.93,16.52,0.16,-0.114,0.16
14,7.16,7.13,2.64,2.54,6.92,4.83,16.61,0.16,-0.115,0.16
15,7.14,7.12,2.59,2.5,6.96,4.94,16.74,0.15,-0.116,0.16
16,7.14,7.13,2.62,2.52,7.03,4.9,16.88,0.16,-0.109,0.15
17,7.11,7.11,2.62,2.53,6.97,4.79,16.72,0.16,-0.108,0.16
18,7.12,7.11,2.61,2.52,6.99,4.77,16.64,0.16,-0.108,0.16
19,7.06,7.05,2.66,2.56,7.03,4.76,16.76,0.16,-0.108,0.16
20,7.07,7.06,2.66,2.56,7.06,4.79,16.72,0.17,-0.105,0.16
21,7.89,7.86,2.49,2.39,6.89,4.9,16.91,0.16,-0.103,0.15
22,7.8,7.77,2.41,2.31,6.9,4.93,16.98,0.16,-0.102,0.15
23,7.79,7.75,2.34,2.22,7.08,4.91,17.05,0.16,-0.101,0.15
24,7.5,7.47,2.5,2.39,7.06,4.85,16.92,0.16,-0.101,0.15
25,7.25,7.24,2.55,2.45,7.07,4.69,16.88,0.17,-0.102,0.15
26,7.22,7.21,2.54,2.43,7.13,4.67,16.93,0.18,-0.1,0.15
27,7.17,7.14,2.55,2.45,7.09,4.63,16.79,0.17,-0.097,0.15
28,7.14,7.13,2.55,2.44,7.01,4.69,16.85,0.17,-0.098,0.15
29,7.15,7.13,2.54,2.44,7.01,4.67,16.83,0.17,-0.098,0.15
30,7.15,7.13,2.54,2.44,7.06,4.68,16.83,0.18,-0.094,0.15
31,7.12,7.09,2.57,2.47,7.12,4.66,17.02,0.17,-0.095,0.15
32,7.13,7.1,2.57,2.45,7.12,4.52,17.19,0.17,-0.094,0.14
33,7.14,7.1,2.61,2.5,7.19,4.33,17.29,0.17,-0.095,0.13
34,7.14,7.1,2.6,2.48,7.36,4.14,17.71,0.17,-0.093,0.13
35,7.14,7.07,2.61,2.51,7.38,3.84,17.91,0.16,-0.094,0.13
36,7.17,7.11,2.66,2.55,7.44,3.92,18.39,0.15,-0.095,0.12
37,7.19,7.13,2.57,2.47,7.54,3.84,18.41,0.15,-0.096,0.12
38,7.19,7.13,2.57,2.47,7.54,3.84,18.41,0.15,-0.096,0.12
39,7.19,7.13,2.57,2.47,7.54,3.84,18.41,0.15,-0.096,0.12
40,7.19,7.13,2.57,2.47,7.54,3.84,18.41,0.15,-0.096,0.12
1,7.45,7.43,2.75,2.62,7.1,4.64,16.81,0.18,-0.084,0.09
2,7.49,7.49,2.77,2.67,6.55,5.03,16.24,0.18,-0.118,0.13
3,7.4,7.41,2.71,2.66,6.13,4.83,15.63,0.16,-0.124,0.15
4,7.41,7.42,2.69,2.64,5.89,4.53,15.29,0.18,-0.124,0.17
5,7.38,7.41,2.65,2.63,6.15,5.09,16.14,0.18,-0.13,0.19
6,7.4,7.42,2.6,2.58,6.17,5.05,16.04,0.19,-0.126,0.2
7,7.39,7.42,2.63,2.61,6.23,4.97,16.05,0.18,-0.125,0.2
8,7.32,7.33,2.65,2.64,6.11,4.75,15.62,0.2,-0.125,0.2
9,7.31,7.32,2.62,2.58,6.38,4.91,15.97,0.19,-0.127,0.2
10,7.24,7.26,2.66,2.61,6.49,4.84,15.91,0.18,-0.126,0.19
11,7.26,7.26,2.63,2.56,6.48,4.94,15.94,0.18,-0.119,0.18
12,7.19,7.18,2.67,2.59,6.71,4.73,16.3,0.17,-0.117,0.17
13,7.13,7.12,2.68,2.6,6.82,4.93,16.52,0.16,-0.114,0.16
14,7.16,7.13,2.64,2.54,6.92,4.83,16.61,0.16,-0.115,0.16
15,7.14,7.12,2.59,2.5,6.96,4.94,16.74,0.15,-0.116,0.16
