frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
48,6.43,6.55,3.21,3.23,6.35,1.94,16.06,0.09,-0.112,-0.06
49,6.54,6.74,3.18,3.22,6.07,1.49,14.34,0.07,-0.087,-0.03
50,6.54,6.71,3.3,3.35,6.17,1.76,14.21,0.05,-0.094,-0.03
51,6.56,6.77,3.3,3.37,6.08,1.53,14.82,0.03,-0.084,-0.03
52,6.52,6.8,3.14,3.22,5.83,1.69,13.96,0.03,-0.066,-0.02
53,6.71,6.9,3.06,3.09,7.45,3.6,14.97,0.05,-0.08,-0.03
54,6.8,7.05,3.08,3.15,5.88,2.69,14.4,0.02,-0.062,-0.01
55,6.64,6.65,3.0,3.08,6.79,1.78,16.17,0.03,-0.109,-0.05
56,6.58,6.56,3.08,3.05,6.97,1.21,15.82,0.05,-0.102,-0.06
57,6.56,6.6,3.33,3.34,6.59,2.66,15.99,0.02,-0.089,-0.06
58,6.67,6.68,2.87,2.91,6.68,2.55,16.09,0.0,-0.091,-0.05
59,6.72,6.73,2.83,2.87,6.67,2.14,15.93,-0.01,-0.093,-0.04
60,6.8,6.8,2.7,2.74,6.88,2.76,16.0,-0.01,-0.097,-0.04
61,6.84,6.87,2.73,2.76,6.72,2.61,15.93,-0.01,-0.096,-0.03
62,6.96,6.98,2.66,2.71,6.68,2.47,16.08,-0.01,-0.097,-0.03
63,6.98,7.0,2.85,2.87,6.6,2.3,15.74,0.01,-0.091,-0.03
64,6.97,7.01,2.79,2.82,6.54,2.34,15.56,0.0,-0.094,-0.03
65,6.94,6.94,2.84,2.85,6.57,2.23,15.45,0.02,-0.095,-0.03
66,7.01,7.03,2.78,2.79,6.54,2.08,15.42,0.02,-0.091,-0.04
67,7.08,7.1,2.86,2.87,6.5,2.09,15.5,0.03,-0.089,-0.04
68,7.01,7.03,2.92,2.92,6.51,2.06,15.52,0.03,-0.088,-0.04
69,6.92,6.94,2.83,2.84,6.54,1.98,15.5,0.03,-0.094,-0.03
70,6.97,6.99,3.0,3.02,6.44,1.96,15.57,0.03,-0.095,-0.03
71,7.03,7.05,2.85,2.86,6.45,2.05,15.45,0.02,-0.092,-0.03
72,7.03,7.05,2.85,2.86,6.45,2.05,15.45,0.02,-0.092,-0.03
73,7.03,7.05,2.85,2.86,6.45,2.05,15.45,0.02,-0.092,-0.03
74,7.03,7.05,2.85,2.86,6.45,2.05,15.45,0.02,-0.092,-0.03
1,6.35,6.39,3.14,3.17,6.81,2.19,16.48,-0.08,-0.269,-0.06
2,6.43,6.48,2.93,2.98,7.02,1.31,13.82,-0.05,-0.305,-0.09
3,6.52,6.54,2.98,3.02,7.41,1.68,14.23,-0.04,-0.301,-0.09
4,6.37,6.41,2.68,2.72,7.27,1.65,13.53,-0.04,-0.297,-0.08
5,6.52,6.65,2.75,2.77,6.88,2.42,14.68,0.0,-0.279,-0.09
6,6.46,6.6,2.43,2.47,6.54,2.5,15.88,0.0,-0.27,-0.09
7,6.45,6.52,3.12,3.15,6.22,1.71,15.18,0.0,-0.281,-0.11
8,6.48,6.54,2.93,2.95,6.5,1.23,15.65,-0.01,-0.284,-0.12
9,6.48,6.56,2.16,2.2,6.58,1.42,15.54,-0.01,-0.285,-0.14
10,6.28,6.38,3.17,3.2,6.28,3.1,16.43,-0.02,-0.241,-0.14
11,6.45,6.6,3.07,3.11,6.46,3.15,16.95,-0.01,-0.219,-0.14
12,6.33,6.34,3.56,3.6,6.43,1.4,17.13,0.01,-0.23,-0.16
13,6.49,6.55,3.21,3.26,6.55,1.53,17.58,0.02,-0.223,-0.16
